Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Venue,Margin,Season,Round.Type,Round.Number,,
14537,9/08/2014,R20,GWS,7,9,51,North Melbourne,19,12,126,Manuka Oval,-75,2014,Regular,20,,0
14538,9/08/2014,R20,Carlton,14,13,97,Gold Coast,8,10,58,Docklands,39,2014,Regular,20,,0
14539,9/08/2014,R20,Hawthorn,17,13,115,Melbourne,9,11,65,M.C.G.,50,2014,Regular,20,,0
14540,9/08/2014,R20,Geelong,12,9,81,Fremantle,11,13,79,Kardinia Park,2,2014,Regular,20,,0
14541,9/08/2014,R20,Port Adelaide,7,16,58,Sydney,12,12,84,Adelaide Oval,-26,2014,Regular,20,,0
14542,10/08/2014,R20,Brisbane Lions,9,9,63,Adelaide,25,18,168,Gabba,-105,2014,Regular,20,,0
14543,10/08/2014,R20,St Kilda,15,9,99,Footscray,18,14,122,Docklands,-23,2014,Regular,20,,0
14544,10/08/2014,R20,West Coast,19,12,126,Collingwood,10,6,66,Subiaco,60,2014,Regular,20,,0
14545,15/08/2014,R21,Carlton,11,10,76,Geelong,11,16,82,Docklands,-6,2014,Regular,21,,0
14546,16/08/2014,R21,Sydney,19,13,127,St Kilda,8,8,56,S.C.G.,71,2014,Regular,21,,0
14547,16/08/2014,R21,Gold Coast,7,5,47,Port Adelaide,7,14,56,Carrara,-9,2014,Regular,21,,0
14548,16/08/2014,R21,Essendon,11,11,77,West Coast,11,8,74,Docklands,3,2014,Regular,21,,0
14549,16/08/2014,R21,Adelaide,9,15,69,Richmond,10,19,79,Adelaide Oval,-10,2014,Regular,21,,0
14550,16/08/2014,R21,Collingwood,8,8,56,Brisbane Lions,18,15,123,M.C.G.,-67,2014,Regular,21,,0
14551,17/08/2014,R21,North Melbourne,17,9,111,Footscray,8,13,61,Docklands,50,2014,Regular,21,,0
14552,17/08/2014,R21,Melbourne,3,16,34,GWS,15,8,98,M.C.G.,-64,2014,Regular,21,,0
14553,17/08/2014,R21,Fremantle,17,8,110,Hawthorn,13,13,91,Subiaco,19,2014,Regular,21,,0
14554,22/08/2014,R22,Port Adelaide,20,20,140,Carlton,5,7,37,Adelaide Oval,103,2014,Regular,22,,0
14555,23/08/2014,R22,North Melbourne,14,17,101,Adelaide,13,16,94,Bellerive Oval,7,2014,Regular,22,,0
14556,23/08/2014,R22,Essendon,16,12,108,Gold Coast,13,11,89,Docklands,19,2014,Regular,22,,0
14557,23/08/2014,R22,GWS,9,13,67,Collingwood,11,9,75,Sydney Showground,-8,2014,Regular,22,,0
14558,23/08/2014,R22,Hawthorn,14,10,94,Geelong,11,5,71,M.C.G.,23,2014,Regular,22,,0
14559,23/08/2014,R22,West Coast,18,11,119,Melbourne,8,5,53,Subiaco,66,2014,Regular,22,,0
14560,24/08/2014,R22,Brisbane Lions,6,12,48,Fremantle,15,16,106,Gabba,-58,2014,Regular,22,,0
14561,24/08/2014,R22,Footscray,9,13,67,Sydney,20,10,130,Docklands,-63,2014,Regular,22,,0
14562,24/08/2014,R22,Richmond,15,8,98,St Kilda,10,12,72,M.C.G.,26,2014,Regular,22,,0
14563,29/08/2014,R23,Collingwood,8,8,56,Hawthorn,18,13,121,M.C.G.,-65,2014,Regular,23,,0
14564,30/08/2014,R23,Carlton,14,6,90,Essendon,13,12,90,M.C.G.,0,2014,Regular,23,,0
14565,30/08/2014,R23,Fremantle,16,9,105,Port Adelaide,14,13,97,Subiaco,8,2014,Regular,23,,0
14566,30/08/2014,R23,Sydney,9,11,65,Richmond,10,8,68,Stadium Australia,-3,2014,Regular,23,,0
14567,30/08/2014,R23,Geelong,21,17,143,Brisbane Lions,12,9,81,Kardinia Park,62,2014,Regular,23,,0
14568,30/08/2014,R23,North Melbourne,19,9,123,Melbourne,14,9,93,Docklands,30,2014,Regular,23,,0
14569,31/08/2014,R23,Gold Coast,15,9,99,West Coast,23,13,151,Carrara,-52,2014,Regular,23,,0
14570,31/08/2014,R23,Adelaide,22,9,141,St Kilda,9,8,62,Adelaide Oval,79,2014,Regular,23,,0
14571,31/08/2014,R23,Footscray,15,19,109,GWS,18,7,115,Docklands,-6,2014,Regular,23,,0
14572,5/09/2014,QF,Hawthorn,15,14,104,Geelong,10,8,68,M.C.G.,36,2014,Finals,24,,0
14573,6/09/2014,QF,Sydney,13,15,93,Fremantle,10,9,69,Stadium Australia,24,2014,Finals,24,,0
14574,6/09/2014,EF,North Melbourne,14,9,93,Essendon,12,9,81,M.C.G.,12,2014,Finals,24,,0
14575,7/09/2014,EF,Port Adelaide,20,12,132,Richmond,11,9,75,Adelaide Oval,57,2014,Finals,24,,0
14576,12/09/2014,SF,North Melbourne,14,14,98,Geelong,13,14,92,M.C.G.,6,2014,Finals,25,,0
14577,13/09/2014,SF,Port Adelaide,15,15,105,Fremantle,11,17,83,Subiaco,22,2014,Finals,25,,0
14578,19/09/2014,PF,Sydney,19,22,136,North Melbourne,9,11,65,Stadium Australia,71,2014,Finals,26,,0
14579,20/09/2014,PF,Hawthorn,15,7,97,Port Adelaide,13,16,94,M.C.G.,3,2014,Finals,26,,0
14580,27/09/2014,GF,Hawthorn,21,11,137,Sydney,11,8,74,M.C.G.,63,2014,Finals,27,,0
14581,2/04/2015,R1,Carlton,11,12,78,Richmond,15,15,105,M.C.G.,-27,2015,Regular,1,,0
14582,4/04/2015,R1,Melbourne,17,13,115,Gold Coast,13,11,89,M.C.G.,26,2015,Regular,1,,0
14583,4/04/2015,R1,Sydney,10,12,72,Essendon,9,6,60,Stadium Australia,12,2015,Regular,1,,0
14584,4/04/2015,R1,Brisbane Lions,11,8,74,Collingwood,12,14,86,Gabba,-12,2015,Regular,1,,0
14585,4/04/2015,R1,Footscray,14,13,97,West Coast,14,3,87,Docklands,10,2015,Regular,1,,0
14586,5/04/2015,R1,St Kilda,11,12,78,GWS,12,15,87,Docklands,-9,2015,Regular,1,,0
14587,5/04/2015,R1,Adelaide,21,14,140,North Melbourne,9,9,63,Adelaide Oval,77,2015,Regular,1,,0
14588,5/04/2015,R1,Fremantle,11,9,75,Port Adelaide,10,8,68,Subiaco,7,2015,Regular,1,,0
14589,6/04/2015,R1,Hawthorn,17,21,123,Geelong,8,13,61,M.C.G.,62,2015,Regular,1,,0
14590,10/04/2015,R2,West Coast,20,11,131,Carlton,9,8,62,Subiaco,69,2015,Regular,2,,0
14591,11/04/2015,R2,Richmond,9,12,66,Footscray,12,13,85,M.C.G.,-19,2015,Regular,2,,0
14592,11/04/2015,R2,GWS,15,11,101,Melbourne,8,8,56,Manuka Oval,45,2015,Regular,2,,0
14593,11/04/2015,R2,Collingwood,9,9,63,Adelaide,12,18,90,Docklands,-27,2015,Regular,2,,0
14594,11/04/2015,R2,Gold Coast,10,16,76,St Kilda,16,8,104,Carrara,-28,2015,Regular,2,,0
14595,11/04/2015,R2,Port Adelaide,6,8,44,Sydney,14,8,92,Adelaide Oval,-48,2015,Regular,2,,0
14596,12/04/2015,R2,Geelong,9,6,60,Fremantle,15,14,104,Kardinia Park,-44,2015,Regular,2,,0
14597,12/04/2015,R2,Essendon,12,6,78,Hawthorn,11,10,76,M.C.G.,2,2015,Regular,2,,0
14598,12/04/2015,R2,North Melbourne,20,13,133,Brisbane Lions,7,9,51,Docklands,82,2015,Regular,2,,0
14599,17/04/2015,R3,Collingwood,21,14,140,St Kilda,10,6,66,M.C.G.,74,2015,Regular,3,,0
14600,18/04/2015,R3,Carlton,11,18,84,Essendon,16,9,105,M.C.G.,-21,2015,Regular,3,,0
14601,18/04/2015,R3,Adelaide,12,8,80,Melbourne,7,13,55,Adelaide Oval,25,2015,Regular,3,,0
14602,18/04/2015,R3,Sydney,16,15,111,GWS,12,18,90,S.C.G.,21,2015,Regular,3,,0
14603,18/04/2015,R3,North Melbourne,16,9,105,Port Adelaide,17,11,113,Docklands,-8,2015,Regular,3,,0
14604,18/04/2015,R3,Brisbane Lions,8,10,58,Richmond,21,11,137,Gabba,-79,2015,Regular,3,,0
14605,19/04/2015,R3,Hawthorn,19,13,127,Footscray,8,9,57,York Park,70,2015,Regular,3,,0
14606,19/04/2015,R3,Geelong,16,9,105,Gold Coast,13,18,96,Kardinia Park,9,2015,Regular,3,,0
14607,19/04/2015,R3,West Coast,12,9,81,Fremantle,17,9,111,Subiaco,-30,2015,Regular,3,,0
14608,24/04/2015,R4,Richmond,6,15,51,Melbourne,12,11,83,M.C.G.,-32,2015,Regular,4,,0
14609,25/04/2015,R4,St Kilda,12,9,81,Carlton,18,13,121,Wellington,-40,2015,Regular,4,,0
14610,25/04/2015,R4,Essendon,6,13,49,Collingwood,9,15,69,M.C.G.,-20,2015,Regular,4,,0
14611,25/04/2015,R4,GWS,16,23,119,Gold Coast,7,11,53,Manuka Oval,66,2015,Regular,4,,0
14612,25/04/2015,R4,Port Adelaide,15,9,99,Hawthorn,13,13,91,Adelaide Oval,8,2015,Regular,4,,0
14613,25/04/2015,R4,Fremantle,11,8,74,Sydney,8,12,60,Subiaco,14,2015,Regular,4,,0
14614,26/04/2015,R4,Brisbane Lions,9,11,65,West Coast,17,16,118,Gabba,-53,2015,Regular,4,,0
14615,26/04/2015,R4,Geelong,9,13,67,North Melbourne,12,11,83,Kardinia Park,-16,2015,Regular,4,,0
14616,26/04/2015,R4,Footscray,18,17,125,Adelaide,10,8,68,Docklands,57,2015,Regular,4,,0
14617,1/05/2015,R5,Carlton,6,9,45,Collingwood,18,12,120,M.C.G.,-75,2015,Regular,5,,0
14618,2/05/2015,R5,Richmond,11,10,76,Geelong,12,13,85,M.C.G.,-9,2015,Regular,5,,0
14619,2/05/2015,R5,Sydney,10,13,73,Footscray,11,11,77,S.C.G.,-4,2015,Regular,5,,0
14620,2/05/2015,R5,Gold Coast,18,10,118,Brisbane Lions,7,12,54,Carrara,64,2015,Regular,5,,0
14621,2/05/2015,R5,North Melbourne,10,10,70,Hawthorn,19,16,130,Docklands,-60,2015,Regular,5,,0
14622,2/05/2015,R5,West Coast,18,12,120,GWS,4,9,33,Subiaco,87,2015,Regular,5,,0
14623,3/05/2015,R5,Melbourne,6,14,50,Fremantle,18,10,118,M.C.G.,-68,2015,Regular,5,,0
14624,3/05/2015,R5,St Kilda,11,14,80,Essendon,11,16,82,Docklands,-2,2015,Regular,5,,0
14625,3/05/2015,R5,Adelaide,13,13,91,Port Adelaide,18,7,115,Adelaide Oval,-24,2015,Regular,5,,0
14626,8/05/2015,R6,Collingwood,8,11,59,Geelong,15,10,100,M.C.G.,-41,2015,Regular,6,,0
14627,9/05/2015,R6,North Melbourne,16,13,109,Richmond,10,14,74,Bellerive Oval,35,2015,Regular,6,,0
14628,9/05/2015,R6,Footscray,13,9,87,St Kilda,14,10,94,Docklands,-7,2015,Regular,6,,0
14629,9/05/2015,R6,GWS,16,12,108,Hawthorn,14,14,98,Sydney Showground,10,2015,Regular,6,,0
14630,9/05/2015,R6,Gold Coast,11,12,78,Adelaide,18,11,119,Carrara,-41,2015,Regular,6,,0
14631,9/05/2015,R6,Melbourne,7,8,50,Sydney,12,16,88,M.C.G.,-38,2015,Regular,6,,0
14632,9/05/2015,R6,Fremantle,12,8,80,Essendon,7,10,52,Subiaco,28,2015,Regular,6,,0
14633,10/05/2015,R6,Carlton,11,9,75,Brisbane Lions,12,12,84,Docklands,-9,2015,Regular,6,,0
14634,10/05/2015,R6,Port Adelaide,10,8,68,West Coast,11,12,78,Adelaide Oval,-10,2015,Regular,6,,0
14635,15/05/2015,R7,Essendon,12,10,82,North Melbourne,13,15,93,Docklands,-11,2015,Regular,7,,0
14636,16/05/2015,R7,Adelaide,18,11,119,St Kilda,10,13,73,Adelaide Oval,46,2015,Regular,7,,0
14637,16/05/2015,R7,Hawthorn,24,11,155,Melbourne,7,8,50,M.C.G.,105,2015,Regular,7,,0
14638,16/05/2015,R7,Carlton,9,3,57,GWS,19,21,135,Docklands,-78,2015,Regular,7,,0
14639,16/05/2015,R7,Sydney,18,12,120,Geelong,11,11,77,Stadium Australia,43,2015,Regular,7,,0
14640,16/05/2015,R7,West Coast,21,9,135,Gold Coast,6,7,43,Subiaco,92,2015,Regular,7,,0
14641,17/05/2015,R7,Footscray,14,4,88,Fremantle,15,11,101,Docklands,-13,2015,Regular,7,,0
14642,17/05/2015,R7,Richmond,16,9,105,Collingwood,15,10,100,M.C.G.,5,2015,Regular,7,,0
14643,17/05/2015,R7,Brisbane Lions,15,12,102,Port Adelaide,8,17,65,Gabba,37,2015,Regular,7,,0
14644,22/05/2015,R8,Geelong,22,8,140,Carlton,9,9,63,Docklands,77,2015,Regular,8,,0
14645,23/05/2015,R8,St Kilda,12,6,78,West Coast,20,11,131,Docklands,-53,2015,Regular,8,,0
14646,23/05/2015,R8,GWS,16,12,108,Adelaide,12,12,84,Sydney Showground,24,2015,Regular,8,,0
14647,23/05/2015,R8,Gold Coast,9,9,63,Collingwood,20,12,132,Carrara,-69,2015,Regular,8,,0
14648,23/05/2015,R8,Hawthorn,9,15,69,Sydney,11,7,73,M.C.G.,-4,2015,Regular,8,,0
14649,23/05/2015,R8,Fremantle,17,13,115,North Melbourne,5,12,42,Subiaco,73,2015,Regular,8,,0
14650,24/05/2015,R8,Essendon,21,10,136,Brisbane Lions,12,6,78,Docklands,58,2015,Regular,8,,0
14651,24/05/2015,R8,Melbourne,15,13,103,Footscray,9,10,64,M.C.G.,39,2015,Regular,8,,0
14652,24/05/2015,R8,Port Adelaide,5,13,43,Richmond,11,10,76,Adelaide Oval,-33,2015,Regular,8,,0
14653,29/05/2015,R9,Sydney,19,8,122,Carlton,9,8,62,S.C.G.,60,2015,Regular,9,,0
14654,30/05/2015,R9,Hawthorn,14,9,93,Gold Coast,6,4,40,York Park,53,2015,Regular,9,,0
14655,30/05/2015,R9,Melbourne,8,6,54,Port Adelaide,18,7,115,Traeger Park,-61,2015,Regular,9,,0
14656,30/05/2015,R9,Footscray,16,17,113,GWS,11,2,68,Docklands,45,2015,Regular,9,,0
14657,30/05/2015,R9,Richmond,10,12,72,Essendon,8,11,59,M.C.G.,13,2015,Regular,9,,0
14658,30/05/2015,R9,Adelaide,7,15,57,Fremantle,10,8,68,Adelaide Oval,-11,2015,Regular,9,,0
14659,31/05/2015,R9,Brisbane Lions,13,8,86,St Kilda,16,12,108,Gabba,-22,2015,Regular,9,,0
14660,31/05/2015,R9,Collingwood,17,10,112,North Melbourne,14,11,95,M.C.G.,17,2015,Regular,9,,0
14661,31/05/2015,R9,West Coast,16,24,120,Geelong,10,4,64,Subiaco,56,2015,Regular,9,,0
14662,5/06/2015,R10,Fremantle,10,10,70,Richmond,15,7,97,Subiaco,-27,2015,Regular,10,,0
14663,6/06/2015,R10,Carlton,14,6,90,Adelaide,14,15,99,M.C.G.,-9,2015,Regular,10,,0
14664,6/06/2015,R10,Gold Coast,5,11,41,Sydney,13,15,93,Carrara,-52,2015,Regular,10,,0
14665,6/06/2015,R10,Essendon,7,11,53,Geelong,19,8,122,Docklands,-69,2015,Regular,10,,0
14666,6/06/2015,R10,Port Adelaide,16,4,100,Footscray,9,8,62,Adelaide Oval,38,2015,Regular,10,,0
14667,7/06/2015,R10,GWS,14,13,97,Brisbane Lions,10,7,67,Sydney Showground,30,2015,Regular,10,,0
14668,7/06/2015,R10,North Melbourne,13,7,85,West Coast,10,15,75,Bellerive Oval,10,2015,Regular,10,,0
14669,7/06/2015,R10,St Kilda,10,9,69,Hawthorn,20,12,132,Docklands,-63,2015,Regular,10,,0
14670,8/06/2015,R10,Melbourne,13,7,85,Collingwood,17,8,110,M.C.G.,-25,2015,Regular,10,,0
14671,12/06/2015,R11,Port Adelaide,11,3,69,Geelong,14,8,92,Adelaide Oval,-23,2015,Regular,11,,0
14672,13/06/2015,R11,Gold Coast,7,4,46,Fremantle,6,17,53,Carrara,-7,2015,Regular,11,,0
14673,13/06/2015,R11,West Coast,14,12,96,Essendon,6,10,46,Subiaco,50,2015,Regular,11,,0
14674,13/06/2015,R11,North Melbourne,10,15,75,Sydney,14,7,91,Docklands,-16,2015,Regular,11,,0
14675,14/06/2015,R11,Collingwood,18,11,119,GWS,11,11,77,M.C.G.,42,2015,Regular,11,,0
14676,14/06/2015,R11,St Kilda,12,13,85,Melbourne,12,11,83,Docklands,2,2015,Regular,11,,0
14677,18/06/2015,R12,Adelaide,12,13,85,Hawthorn,17,12,114,Adelaide Oval,-29,2015,Regular,12,,0
14678,19/06/2015,R12,Richmond,10,10,70,West Coast,13,12,90,M.C.G.,-20,2015,Regular,12,,0
14679,20/06/2015,R12,Carlton,17,8,110,Port Adelaide,16,10,106,M.C.G.,4,2015,Regular,12,,0
14680,20/06/2015,R12,GWS,8,13,61,North Melbourne,18,9,117,Sydney Showground,-56,2015,Regular,12,,0
14681,20/06/2015,R12,Footscray,22,14,146,Brisbane Lions,11,8,74,Docklands,72,2015,Regular,12,,0
14682,21/06/2015,R12,Geelong,13,11,89,Melbourne,18,5,113,Kardinia Park,-24,2015,Regular,12,,0
14683,25/06/2015,R13,Fremantle,12,8,80,Collingwood,11,7,73,Subiaco,7,2015,Regular,13,,0
14684,26/06/2015,R13,Sydney,11,11,77,Richmond,14,11,95,S.C.G.,-18,2015,Regular,13,,0
14685,27/06/2015,R13,Hawthorn,16,18,114,Essendon,11,10,76,M.C.G.,38,2015,Regular,13,,0
14686,27/06/2015,R13,Brisbane Lions,10,9,69,Adelaide,11,16,82,Gabba,-13,2015,Regular,13,,0
14687,27/06/2015,R13,St Kilda,7,14,56,Footscray,9,8,62,Docklands,-6,2015,Regular,13,,0
14688,28/06/2015,R13,Carlton,14,19,103,Gold Coast,9,15,69,Docklands,34,2015,Regular,13,,0
14689,2/07/2015,R14,Sydney,14,10,94,Port Adelaide,12,12,84,S.C.G.,10,2015,Regular,14,,0
14690,3/07/2015,R14,Collingwood,12,19,91,Hawthorn,15,11,101,M.C.G.,-10,2015,Regular,14,,0
14691,4/07/2015,R14,Richmond,10,18,78,GWS,10,9,69,M.C.G.,9,2015,Regular,14,,0
14692,4/07/2015,R14,Gold Coast,19,11,125,North Melbourne,10,10,70,Carrara,55,2015,Regular,14,,0
14693,4/07/2015,R14,Footscray,9,10,64,Carlton,7,11,53,Docklands,11,2015,Regular,14,,0
14694,4/07/2015,R14,Melbourne,9,6,60,West Coast,16,18,114,Marrara Oval,-54,2015,Regular,14,,0
14695,5/07/2015,R14,Essendon,8,4,52,St Kilda,25,12,162,Docklands,-110,2015,Regular,14,,0
14696,5/07/2015,R14,Fremantle,13,6,84,Brisbane Lions,7,6,48,Subiaco,36,2015,Regular,14,,0
14697,9/07/2015,R15,Port Adelaide,9,12,66,Collingwood,9,9,63,Adelaide Oval,3,2015,Regular,15,,0
14698,10/07/2015,R15,Richmond,10,11,71,Carlton,5,11,41,M.C.G.,30,2015,Regular,15,,0
14699,11/07/2015,R15,Essendon,10,9,69,Melbourne,7,18,60,M.C.G.,9,2015,Regular,15,,0
14700,11/07/2015,R15,Footscray,14,11,95,Gold Coast,11,7,73,Cazaly's Stadium,22,2015,Regular,15,,0
14701,11/07/2015,R15,North Melbourne,18,12,120,Geelong,11,13,79,Docklands,41,2015,Regular,15,,0
14702,11/07/2015,R15,West Coast,22,15,147,Adelaide,14,7,91,Subiaco,56,2015,Regular,15,,0
14703,12/07/2015,R15,GWS,12,12,84,St Kilda,6,13,49,Sydney Showground,35,2015,Regular,15,,0
14704,12/07/2015,R15,Hawthorn,17,13,115,Fremantle,6,7,43,York Park,72,2015,Regular,15,,0
14705,12/07/2015,R15,Brisbane Lions,7,7,49,Sydney,10,10,70,Gabba,-21,2015,Regular,15,,0
14706,17/07/2015,R16,North Melbourne,14,9,93,Essendon,9,14,68,Docklands,25,2015,Regular,16,,0
14707,18/07/2015,R16,Geelong,10,12,72,Footscray,9,10,64,Kardinia Park,8,2015,Regular,16,,0
14708,18/07/2015,R16,Gold Coast,12,7,79,GWS,13,16,94,Carrara,-15,2015,Regular,16,,0
14709,18/07/2015,R16,Collingwood,7,14,56,West Coast,11,21,87,Docklands,-31,2015,Regular,16,,0
14710,18/07/2015,R16,Sydney,7,15,57,Hawthorn,23,8,146,Stadium Australia,-89,2015,Regular,16,,0
14711,18/07/2015,R16,Fremantle,13,17,95,Carlton,8,5,53,Subiaco,42,2015,Regular,16,,0
14712,19/07/2015,R16,Melbourne,8,12,60,Brisbane Lions,4,12,36,M.C.G.,24,2015,Regular,16,,0
14713,19/07/2015,R16,Port Adelaide,17,11,113,Adelaide,18,8,116,Adelaide Oval,-3,2015,Regular,16,,0
14714,19/07/2015,R16,St Kilda,10,13,73,Richmond,13,11,89,Docklands,-16,2015,Regular,16,,0
14715,24/07/2015,R17,Carlton,4,11,35,Hawthorn,27,11,173,Docklands,-138,2015,Regular,17,,0
14716,25/07/2015,R17,GWS,6,6,42,Geelong,9,15,69,Manuka Oval,-27,2015,Regular,17,,0
14717,25/07/2015,R17,Adelaide,19,11,125,Gold Coast,12,8,80,Adelaide Oval,45,2015,Regular,17,,0
14718,25/07/2015,R17,Richmond,10,18,78,Fremantle,12,10,82,M.C.G.,-4,2015,Regular,17,,0
14719,25/07/2015,R17,Essendon,17,14,116,Port Adelaide,20,9,129,Docklands,-13,2015,Regular,17,,0
14720,25/07/2015,R17,Brisbane Lions,5,8,38,North Melbourne,16,14,110,Gabba,-72,2015,Regular,17,,0
14721,26/07/2015,R17,Footscray,15,14,104,Collingwood,13,8,86,Docklands,18,2015,Regular,17,,0
14722,26/07/2015,R17,Melbourne,6,10,46,St Kilda,12,11,83,M.C.G.,-37,2015,Regular,17,,0
14723,26/07/2015,R17,West Coast,15,13,103,Sydney,7,9,51,Subiaco,52,2015,Regular,17,,0
14724,31/07/2015,R18,Hawthorn,7,11,53,Richmond,10,11,71,M.C.G.,-18,2015,Regular,18,,0
14725,1/08/2015,R18,Geelong,17,11,113,Brisbane Lions,8,9,57,Kardinia Park,56,2015,Regular,18,,0
14726,1/08/2015,R18,Collingwood,7,12,54,Melbourne,13,13,91,M.C.G.,-37,2015,Regular,18,,0
14727,1/08/2015,R18,Sydney,17,15,117,Adelaide,9,11,65,S.C.G.,52,2015,Regular,18,,0
14728,1/08/2015,R18,Carlton,8,6,54,North Melbourne,18,10,118,Docklands,-64,2015,Regular,18,,0
14729,1/08/2015,R18,Gold Coast,12,11,83,West Coast,11,17,83,Carrara,0,2015,Regular,18,,0
14730,2/08/2015,R18,Port Adelaide,17,10,112,St Kilda,6,13,49,Adelaide Oval,63,2015,Regular,18,,0
14731,2/08/2015,R18,Essendon,5,10,40,Footscray,19,13,127,Docklands,-87,2015,Regular,18,,0
14732,2/08/2015,R18,Fremantle,12,12,84,GWS,9,9,63,Subiaco,21,2015,Regular,18,,0
14733,7/08/2015,R19,Adelaide,11,22,88,Richmond,8,4,52,Adelaide Oval,36,2015,Regular,19,,0
14734,8/08/2015,R19,Collingwood,16,9,105,Carlton,13,9,87,M.C.G.,18,2015,Regular,19,,0
14735,8/08/2015,R19,Footscray,19,14,128,Port Adelaide,9,10,64,Docklands,64,2015,Regular,19,,0
14736,8/08/2015,R19,Brisbane Lions,14,16,100,Gold Coast,17,12,114,Gabba,-14,2015,Regular,19,,0
14737,8/08/2015,R19,Geelong,14,11,95,Sydney,9,9,63,Kardinia Park,32,2015,Regular,19,,0
14738,8/08/2015,R19,West Coast,11,8,74,Hawthorn,13,10,88,Subiaco,-14,2015,Regular,19,,0
14739,9/08/2015,R19,Melbourne,14,8,92,North Melbourne,19,13,127,M.C.G.,-35,2015,Regular,19,,0
14740,9/08/2015,R19,GWS,14,9,93,Essendon,8,13,61,Sydney Showground,32,2015,Regular,19,,0
14741,9/08/2015,R19,St Kilda,8,11,59,Fremantle,15,6,96,Docklands,-37,2015,Regular,19,,0
14742,14/08/2015,R20,Sydney,13,9,87,Collingwood,10,16,76,S.C.G.,11,2015,Regular,20,,0
14743,15/08/2015,R20,Essendon,8,11,59,Adelaide,27,9,171,Docklands,-112,2015,Regular,20,,0
14744,15/08/2015,R20,North Melbourne,18,12,120,St Kilda,11,17,83,Bellerive Oval,37,2015,Regular,20,,0
14745,15/08/2015,R20,Port Adelaide,16,15,111,GWS,13,12,90,Adelaide Oval,21,2015,Regular,20,,0
14746,15/08/2015,R20,Brisbane Lions,20,11,131,Carlton,9,13,67,Gabba,64,2015,Regular,20,,0
14747,15/08/2015,R20,Geelong,12,13,85,Hawthorn,19,7,121,M.C.G.,-36,2015,Regular,20,,0
14748,16/08/2015,R20,Richmond,22,6,138,Gold Coast,8,7,55,M.C.G.,83,2015,Regular,20,,0
14749,16/08/2015,R20,Footscray,24,9,153,Melbourne,8,7,55,Docklands,98,2015,Regular,20,,0
14750,16/08/2015,R20,Fremantle,11,14,80,West Coast,15,14,104,Subiaco,-24,2015,Regular,20,,0
14751,21/08/2015,R21,Hawthorn,13,8,86,Port Adelaide,16,12,108,Docklands,-22,2015,Regular,21,,0
14752,22/08/2015,R21,Collingwood,7,14,56,Richmond,23,9,147,M.C.G.,-91,2015,Regular,21,,0
14753,22/08/2015,R21,GWS,6,8,44,Sydney,20,13,133,Sydney Showground,-89,2015,Regular,21,,0
14754,22/08/2015,R21,Gold Coast,14,13,97,Essendon,14,11,95,Carrara,2,2015,Regular,21,,0
14755,22/08/2015,R21,St Kilda,14,13,97,Geelong,15,7,97,Docklands,0,2015,Regular,21,,0
14756,22/08/2015,R21,Adelaide,20,11,131,Brisbane Lions,6,8,44,Adelaide Oval,87,2015,Regular,21,,1
14757,23/08/2015,R21,North Melbourne,14,10,94,Fremantle,12,11,83,Docklands,11,2015,Regular,21,,0
14758,23/08/2015,R21,Carlton,12,6,78,Melbourne,7,13,55,M.C.G.,23,2015,Regular,21,,0
14759,23/08/2015,R21,West Coast,25,12,162,Footscray,13,7,85,Subiaco,77,2015,Regular,21,,0
14760,28/08/2015,R22,Geelong,9,8,62,Collingwood,17,8,110,M.C.G.,-48,2015,Regular,22,,0
14761,29/08/2015,R22,GWS,20,12,132,Carlton,7,9,51,Sydney Showground,81,2015,Regular,22,,0
14762,29/08/2015,R22,Hawthorn,21,8,134,Brisbane Lions,9,8,62,York Park,72,2015,Regular,22,,0
14763,29/08/2015,R22,North Melbourne,10,13,73,Footscray,14,12,96,Docklands,-23,2015,Regular,22,,0
14764,29/08/2015,R22,Essendon,7,5,47,Richmond,10,14,74,M.C.G.,-27,2015,Regular,22,,0
14765,29/08/2015,R22,Gold Coast,7,9,51,Port Adelaide,12,16,88,Carrara,-37,2015,Regular,22,,0
14766,30/08/2015,R22,Adelaide,19,12,126,West Coast,10,9,69,Adelaide Oval,57,2015,Regular,22,,0
14767,30/08/2015,R22,St Kilda,4,14,38,Sydney,20,15,135,Docklands,-97,2015,Regular,22,,0
14768,30/08/2015,R22,Fremantle,17,6,108,Melbourne,8,6,54,Subiaco,54,2015,Regular,22,,0
14769,4/09/2015,R23,Richmond,16,12,108,North Melbourne,10,7,67,Docklands,41,2015,Regular,23,,0
14770,5/09/2015,R23,Geelong,17,17,119,Adelaide,11,14,80,Kardinia Park,39,2015,Regular,23,,0
14771,5/09/2015,R23,Brisbane Lions,19,16,130,Footscray,19,8,122,Gabba,8,2015,Regular,23,,0
14772,5/09/2015,R23,Port Adelaide,18,14,122,Fremantle,8,5,53,Adelaide Oval,69,2015,Regular,23,,0
14773,5/09/2015,R23,Hawthorn,17,11,113,Carlton,8,8,56,M.C.G.,57,2015,Regular,23,,0
14774,5/09/2015,R23,Sydney,19,13,127,Gold Coast,9,10,64,S.C.G.,63,2015,Regular,23,,0
14775,5/09/2015,R23,West Coast,18,17,125,St Kilda,4,6,30,Subiaco,95,2015,Regular,23,,0
14776,6/09/2015,R23,Melbourne,15,13,103,GWS,11,11,77,Docklands,26,2015,Regular,23,,0
